id,price
38001407,999
38439771,4390
38483118,3470
38174011,5330
38257876,2190
38607745,500
38452789,2520
38618516,2950
38287496,2950
38444997,2740
38317886,649
38467738,220
38286928,850
38245331,2040
38316886,530
38546333,4450
38629577,4050
38592798,479
38556516,930
38045025,2220
38214691,1680
38363978,480
38458705,3350
38257511,280
38604642,2360
38422490,1420
38080014,940
37970486,420
37436440,175
38579390,830
38411171,550
38353938,1530
38512305,2990
37710536,1780
38448190,1570
38572268,1850
37556650,890
38474417,2960
38512211,3090
38597755,2000
38206658,1050
38018386,520
38487912,1349
38296232,1640
38493473,1190
38412314,499
37529166,499
38496282,980
38598997,3770
38601636,3870
38439792,2360
37554989,1860
38039281,3420
38352445,3240
38612140,6790
38463347,4350
38505120,4990
38219777,6750
38468765,6250
38264891,4850
38467940,5250
38376291,4950
38335156,4950
38303258,3430
38495541,1500
38615235,3200
38549195,1950
38567778,3100
38606935,3450
38547389,3765
38558829,3530
38582547,3750
38164358,1950
38420748,3200
38198004,3650
38467450,2200
37543686,3330
37546780,1860
38434823,2360
38337964,3240
38030089,3420
38518550,2540
38358002,4950
38605477,6790
38464399,5250
38452071,6250
38491168,4990
38251745,4850
38321532,4950
38451990,4350
38217940,6750
38626727,1960
38563411,2630
38571965,2750
38352376,2460
38627996,1499
38457823,2090
38447194,9999
38307344,740
38487842,1450
38296973,5799
38532382,2370
38570997,1750
38219505,5350
38485659,2350
38315416,1850
38566245,3499
38444877,1330
38614431,3200
38538816,3765
38504914,530
38466705,2200
38413061,400
38546967,1950
38564765,3100
38494429,1500
38419888,3200
38610882,1800
38158987,1950
38194120,3650
36766792,590
38558828,3530
38302692,3430
38578643,3750
38606297,3450
37510259,3799
38297027,3465
37541328,3330
38509209,2540
38625695,1960
38553084,3499
38496025,1890
38608838,9999
38601920,1499
38290543,740
38494456,2669
38496753,4299
38328208,4199
38636750,4100
38336892,6199
38571237,2750
38513170,9999
38314556,1850
38373496,1320
38178802,2420
38562521,2630
38541036,3999
38620339,3290
38345331,2460
38334667,1290
38178804,3100
38562769,1299
38178790,2890
38456339,2090
38510841,3259
37335413,1720
38601511,1599
38392198,2730
38178793,3870
38604895,1469
38500047,3420
38528915,2370
37700533,4280
38514969,1740
38291412,5799
38570094,1750
38438002,1610
38522440,1620
38198033,3950
38420252,1490
38345212,3999
38373783,2250
38215305,5350
38524373,4299
38627596,1499
38178789,1433
38238908,3720
38539887,3960
38482214,4070
38616102,4300
38088293,1433
38498157,3259
38499726,3420
38097654,3870
38549217,2150
38613962,3290
38588731,1690
38065791,1375
38026103,2790
38604345,1469
38176071,1415
38601030,1499
37160690,388
36944601,499
38368025,1320
38540342,3999
38405244,1559
37238091,870
38362423,1899
38154040,2420
38580384,1760
38382419,3120
38347440,9999
38140163,2890
38107585,9999
38614170,4700
38368266,2250
38203577,499
38243469,5140
38492963,4299
38239587,5620
38352436,1159
38328160,6270
38600557,1599
38512498,1740
38594256,9999
38341814,3250
38352352,2169
38194234,9999
38253451,3229
38493508,2669
37036135,2149
38361984,5779
38095882,580
38519779,2170
38575177,1480
38495304,1890
38061244,970
38465974,9999
38062683,3100
38326138,4199
38560469,3655
38626082,2720
37221433,499
38633647,4100
38433828,3149
38380251,2785
38339100,529
38589158,825
38508149,1699
38534713,1425
38332464,1290
38409683,1250
38312575,2845
38390318,2730
36977398,760
38128845,3730
38320254,6199
37238143,479
38520189,1620
37804258,1949
38436550,1610
38082104,1580
38329388,3999
38189325,3950
37619916,1965
38453229,3350
37551629,2150
38082992,1630
38519308,4299
37400564,1739
37740576,1725
37825851,1495
38388527,1320
37187687,1939
38525410,2449
38525404,2319
38525465,1450
38231809,3720
38533421,3960
38510288,1460
38518119,1630
38544822,1090
38562714,2240
38509399,1240
38582898,3070
38536444,2120
38473400,1540
38025429,1410
38563974,1290
38548630,4490
37551620,2150
37185108,1939
38253442,3229
37160660,388
38435805,1199
37740573,1725
38268429,5500
38312570,2845
38194228,9999
38107581,9999
38589154,825
38380242,2785
37619913,1965
38231831,5620
38525314,2769
38235758,5140
38441694,3350
38361979,5779
